gmpdprotname
Paramphistomum epiclitum
Paramphistomum liorchis
Paraoxyuronema brachytelesi
Paraoxyuronema duplicidens
Parapoxvirus Bovine papular stomatitis virus
Parapoxvirus Orf virus
Pararhabdonema longistriata
Parascaris equorum
Parelaphostrongylus andersoni
Parelaphostrongylus odocoilei
Parelaphostrongylus tenuis
Passalurus nonannulatus
Pasteurella canis
Pasteurella multocida
Paulianfilaria pauliana
Pearsonema mucronata
Pedicinus eurygaster
Pedicinus hamadryis
Pedicinus obtusus
Pedicularis schaefi
Pediculus mjobergi
Pediculus schaeffi
Pelodera strongyloides
Pentatrichomonas hominis
Percavirus Mustelid gammaherpesvirus 1
Peromyscopsylla spectabilis
Pestivirus Border disease virus
Pestivirus Bovine viral diarrhea virus 1
Pestivirus Classical swine fever virus
Phacopsylla inexpectata
Phagicola angrense
Phagicola diminuta
Phagicola longa
Phaneropsolus orbicularis
Phaneropsolus perodictici
Pharyngostomoides procyonis
Pharyngostomum cordatum
Philophthalmus zalophi
Phlebovirus Bhanja virus
Phlebovirus Rift Valley phlebovirus
Phlebovirus Sandfly fever Naples phlebovirus
Phocanema decipiens
Phocascaris cystophorae
Phocascaris phocae
Photobacterium damselae
Phthirus gorillae
Physaloptera caucasia
Physaloptera cebi
Physaloptera dilatata
Physaloptera maxillaris
Physaloptera mordens
Physaloptera multipapillata
Physaloptera multiuteri
Physaloptera praeputialis
Physaloptera rara
Physaloptera sibirica
Physocephalus sexalatus
Plagiorchis elegans
Plagiorchis muris
Plagiorchis vespertilionis
Plagiorhynchus cylindraceus
Plagiorhynchus ogatai
Plasmodium brasilianum
Plasmodium coatneyi
Plasmodium cynomolgi
Plasmodium eylesi
Plasmodium falciparum
Plasmodium fieldi
Plasmodium fragile
Plasmodium gaboni
Plasmodium georgesi
Plasmodium girardi
Plasmodium gonderi
Plasmodium hylobati
Plasmodium inui
Plasmodium jefferyi
Plasmodium knowlesi
Plasmodium malariae
Plasmodium petersi
Plasmodium pitheci
Plasmodium reichenowi
Plasmodium rodhani
Plasmodium schwetzi
Plasmodium shortii
Plasmodium simiovale
Plasmodium simium
Plasmodium vivax
Plasmodium youngi
